District No.,District Name,AC No.,Name of Assembly Constituency,Male,Female,Third Gender,Total Electors,Total_Candidates,AC_Name_Match,AC_No,AC_Name,Male_Electors,Female_Electors,TG_Electors,Total_Electors,Overseas_Electors,Service_Electors,Male_Voted,Female_Voted,TG_Voted,Postal_Voted,Test_Votes,Total_Voted,Overseas_Voted,Poll_Pct,Rejected_Postal,Rejected_EVM,NOTA_Votes,Valid_Votes,Tendered_Votes,Female_Turnout_Pct,Male_Turnout_Pct,Gender_Gap
25,Theni,198,Andipatti,124501.0,129928.0,30.0,254459.0,,ANDIPATTI,198,ANDIPATTI,126975.0,130992.0,30.0,257997.0,2.0,1468.0,103106.0,111509.0,12.0,3072.0,0.0,217699.0,0.0,84.38,370.0,0.0,1028.0,216301.0,0.0,85.82368696508836,82.81539907309981,3.01
25,Theni,199,Periyakulam,128368.0,135070.0,109.0,263547.0,,PERIYAKULAM,199,PERIYAKULAM (SC),130120.0,136340.0,110.0,266570.0,2.0,740.0,101761.0,106962.0,61.0,2730.0,0.0,211514.0,0.0,79.35,305.0,0.0,1506.0,209703.0,12.0,79.19004960390909,79.27287174373676,-0.08
25,Theni,200,Bodinayakanur,126858.0,134760.0,15.0,261633.0,,BODINAYAKANUR,200,BODINAYAKANUR,128663.0,135707.0,16.0,264386.0,23.0,1094.0,103602.0,114344.0,6.0,3164.0,0.0,221116.0,0.0,83.63,488.0,0.0,931.0,219697.0,2.0,84.85010388839419,81.66769143451734,3.18
25,Theni,201,Cumbum,122496.0,131129.0,21.0,253646.0,,CUMBUM,201,CUMBUM,124942.0,132359.0,22.0,257323.0,11.0,1435.0,98781.0,108943.0,7.0,3346.0,0.0,211077.0,0.0,82.03,503.0,0.0,667.0,209907.0,3.0,83.08078304570309,80.640184169279,2.44
26,Virudhunagar,202,Rajapalayam,103236.0,108951.0,33.0,212220.0,,RAJAPALAYAM,202,RAJAPALAYAM,104592.0,110021.0,33.0,214646.0,6.0,454.0,86150.0,94608.0,22.0,2432.0,0.0,183212.0,2.0,85.36,192.0,0.0,753.0,182267.0,2.0,86.83536635735331,83.44957185477934,3.39
26,Virudhunagar,203,Srivilliputhur,108109.0,114218.0,40.0,222367.0,,SRIVILLIPUTHUR,203,SRIVILLIPUTHUR (SC),109704.0,115160.0,39.0,224903.0,0.0,781.0,90792.0,99596.0,27.0,3212.0,0.0,193627.0,0.0,86.09,156.0,0.0,873.0,192598.0,0.0,87.19816491271078,83.98190714926602,3.22
26,Virudhunagar,204,Sattur,110693.0,117207.0,63.0,227963.0,,SATTUR,204,SATTUR,112159.0,117928.0,62.0,230149.0,6.0,819.0,93451.0,102942.0,47.0,2598.0,1.0,199039.0,0.0,86.48,304.0,1.0,476.0,198258.0,0.0,87.8292252169239,84.4235859539447,3.41
26,Virudhunagar,205,Sivakasi,109420.0,116013.0,28.0,225461.0,,SIVAKASI,205,SIVAKASI,110989.0,117448.0,28.0,228465.0,0.0,260.0,92408.0,99545.0,12.0,1629.0,0.0,193594.0,0.0,84.74,77.0,0.0,948.0,192569.0,9.0,85.80503909044675,84.45256808627308,1.35
26,Virudhunagar,206,Virudhunagar,96436.0,102141.0,39.0,198616.0,,VIRUDHUNAGAR,206,VIRUDHUNAGAR,97702.0,103195.0,41.0,200938.0,2.0,320.0,79370.0,86662.0,24.0,2461.0,0.0,168517.0,0.0,83.87,685.0,0.0,954.0,166878.0,1.0,84.84545872862024,82.3032892280891,2.54
26,Virudhunagar,207,Aruppukkottai,100000.0,106468.0,29.0,206497.0,,ARUPPUKKOTTAI,207,ARUPPUKKOTTAI,101021.0,107118.0,29.0,208168.0,2.0,418.0,83014.0,93101.0,14.0,2569.0,0.0,178698.0,0.0,85.84,285.0,0.0,692.0,177721.0,0.0,87.4450539129128,83.014,4.43
26,Virudhunagar,208,Tiruchuli,100645.0,103634.0,14.0,204293.0,,TIRUCHULI,208,TIRUCHULI,101535.0,104131.0,15.0,205681.0,1.0,380.0,86223.0,92852.0,10.0,2553.0,0.0,181638.0,0.0,88.31,388.0,0.0,425.0,180825.0,0.0,89.59607850705368,85.67042575388743,3.93
27,Ramanathapuram,209,Paramakudi,115701.0,117714.0,18.0,233433.0,,PARAMAKUDI,209,PARAMAKUDI (SC),116769.0,118322.0,18.0,235109.0,0.0,501.0,85972.0,100767.0,12.0,3263.0,0.0,190014.0,0.0,80.82,261.0,0.0,710.0,189043.0,2.0,85.60324175544116,74.30532147518171,11.3
27,Ramanathapuram,210,Tiruvadanai,140103.0,141997.0,21.0,282121.0,,TIRUVADANAI,210,TIRUVADANAI,141198.0,142909.0,23.0,284130.0,0.0,266.0,98602.0,119551.0,10.0,2285.0,0.0,220448.0,0.0,77.59,170.0,0.0,354.0,219924.0,0.0,84.1926237878265,70.37822173686502,13.81
27,Ramanathapuram,211,Ramanathapuram,152412.0,157740.0,13.0,310165.0,,RAMANATHAPURAM,211,RAMANATHAPURAM,153584.0,158866.0,13.0,312463.0,0.0,160.0,106892.0,128695.0,5.0,2104.0,0.0,237696.0,0.0,76.07,120.0,0.0,953.0,236623.0,0.0,81.58678838595156,70.13358528199879,11.45
27,Ramanathapuram,212,Mudhukulathur,148105.0,149202.0,3.0,297310.0,,MUDHUKULATHUR,212,MUDHUKULATHUR,149600.0,150100.0,2.0,299702.0,3.0,744.0,106926.0,121388.0,1.0,3058.0,0.0,231373.0,0.0,77.2,0.0,0.0,429.0,230944.0,0.0,81.35815873781853,72.19607710745754,9.16
28,Thoothukudi,213,Vilathikulam,99913.0,103804.0,15.0,203732.0,,VILATHIKULAM,213,VILATHIKULAM,100955.0,104494.0,16.0,205465.0,5.0,483.0,82816.0,89728.0,12.0,2474.0,0.0,175030.0,0.0,85.19,216.0,0.0,642.0,174172.0,1.0,86.43982890832723,82.88811265801247,3.55
28,Thoothukudi,214,Thoothukudi,120614.0,127623.0,63.0,248300.0,,THOOTHUKKUDI,214,THOOTHUKKUDI,121897.0,128841.0,65.0,250803.0,5.0,216.0,97716.0,105009.0,40.0,2227.0,0.0,204992.0,0.0,81.73,280.0,0.0,853.0,203859.0,17.0,82.2806233986037,81.01547084086424,1.27
28,Thoothukudi,215,Tiruchendur,112387.0,118305.0,30.0,230702.0,,TIRUCHENDUR,215,TIRUCHENDUR,113532.0,119499.0,30.0,233061.0,11.0,128.0,87381.0,96353.0,20.0,2568.0,0.0,186322.0,0.0,79.95,272.0,0.0,722.0,185328.0,3.0,81.44457123536621,77.75009565163231,3.69
28,Thoothukudi,216,Srivaikuntam,105099.0,107782.0,4.0,212885.0,,SRIVAIKUNTAM,216,SRIVAIKUNTAM,106078.0,108547.0,5.0,214630.0,5.0,362.0,84320.0,89176.0,4.0,3094.0,0.0,176594.0,0.0,82.28,173.0,0.0,579.0,175842.0,0.0,82.7373772986213,80.22911730844251,2.51
28,Thoothukudi,217,Ottapidaram,117432.0,123502.0,54.0,240988.0,,OTTAPIDARAM,217,OTTAPIDARAM (SC),119629.0,125001.0,56.0,244686.0,0.0,930.0,93245.0,100012.0,23.0,3274.0,0.0,196554.0,0.0,80.33,437.0,0.0,879.0,195238.0,1.0,80.98006510016032,79.40339941412903,1.58
28,Thoothukudi,218,Kovilpatti,116317.0,123673.0,27.0,240017.0,,KOVILPATTI,218,KOVILPATTI,117661.0,124669.0,29.0,242359.0,3.0,699.0,90011.0,101751.0,12.0,2723.0,0.0,194497.0,0.0,80.25,265.0,0.0,593.0,193639.0,6.0,82.27422315299216,77.38421726832708,4.89
29,Tirunelveli,224,Tirunelveli,132511.0,140929.0,80.0,273520.0,,TIRUNELVELI,224,TIRUNELVELI,133987.0,142229.0,80.0,276296.0,8.0,439.0,103881.0,111823.0,63.0,3293.0,0.0,219060.0,0.0,79.28,635.0,0.0,717.0,217708.0,0.0,79.34704709463631,78.39424651538363,0.95
29,Tirunelveli,225,Ambasamudram,109384.0,116318.0,12.0,225714.0,,AMBASAMUDRAM,225,AMBASAMUDRAM,110714.0,117520.0,12.0,228246.0,4.0,368.0,89271.0,99450.0,10.0,2882.0,0.0,191613.0,0.0,83.95,418.0,0.0,1060.0,190135.0,2.0,85.49837514400178,81.6124844584217,3.89
29,Tirunelveli,226,Palayamkottai,123972.0,131141.0,17.0,255130.0,,PALAYAMKOTTAI,226,PALAYAMKOTTAI,125093.0,132387.0,18.0,257498.0,21.0,169.0,84519.0,92797.0,5.0,3740.0,0.0,181061.0,0.0,70.32,441.0,0.0,851.0,179769.0,8.0,70.76124171693063,68.17587842416029,2.59
29,Tirunelveli,227,Nanguneri,125276.0,129130.0,14.0,254420.0,,NANGUNERI,227,NANGUNERI,126747.0,130720.0,13.0,257480.0,3.0,303.0,98912.0,107442.0,8.0,3186.0,0.0,209548.0,0.0,81.38,129.0,0.0,721.0,208698.0,0.0,83.20452257415008,78.9552667709697,4.25
29,Tirunelveli,228,Radhapuram,120458.0,124000.0,22.0,244480.0,,RADHAPURAM,228,RADHAPURAM,121832.0,125455.0,23.0,247310.0,7.0,249.0,92325.0,105228.0,14.0,2879.0,0.0,200446.0,0.0,81.05,515.0,0.0,469.0,199462.0,0.0,84.86129032258064,76.6449716913779,8.22
30,Kanniyakumari,229,Kanniyakumari,141230.0,145643.0,95.0,286968.0,,KANNIYAKUMARI,229,KANNIYAKUMARI,142753.0,146714.0,94.0,289561.0,57.0,694.0,110849.0,124085.0,58.0,4986.0,0.0,239978.0,0.0,82.88,828.0,0.0,825.0,238325.0,0.0,85.19805277287614,78.48828152658784,6.71
30,Kanniyakumari,230,Nagercoil,125873.0,131139.0,10.0,257022.0,,NAGERCOIL,230,NAGERCOIL,127154.0,132197.0,10.0,259361.0,125.0,433.0,91964.0,101342.0,3.0,3236.0,0.0,196545.0,0.0,75.78,265.0,0.0,447.0,195833.0,1.0,77.2783077497922,73.06094237842905,4.22
30,Kanniyakumari,231,Colachal,131885.0,131562.0,1.0,263448.0,,COLACHAL,231,COLACHAL,133550.0,132504.0,1.0,266055.0,66.0,1040.0,91595.0,104579.0,1.0,3536.0,0.0,199711.0,0.0,75.06,698.0,0.0,581.0,198432.0,0.0,79.4902783478512,69.45065777002692,10.04
30,Kanniyakumari,232,Padmanabhapuram,116895.0,117142.0,19.0,234056.0,,PADMANABHAPURAM,232,PADMANABHAPURAM,119087.0,118070.0,3.0,237160.0,38.0,1649.0,83637.0,94077.0,3.0,3930.0,1.0,181648.0,0.0,76.59,1092.0,1.0,615.0,179940.0,0.0,80.3102217821106,71.54882586936995,8.76
30,Kanniyakumari,233,Vilavancode,111990.0,113226.0,3.0,225219.0,,VILAVANCODE,233,VILAVANCODE,114567.0,114127.0,3.0,228697.0,19.0,2039.0,80934.0,90663.0,2.0,3854.0,0.0,175453.0,0.0,76.72,526.0,0.0,828.0,174099.0,3.0,80.07259816649886,72.26895258505223,7.8
30,Kanniyakumari,234,Killiyoor,123143.0,120678.0,16.0,243837.0,,KILLIYOOR,234,KILLIYOOR,125668.0,121606.0,15.0,247289.0,40.0,1930.0,80449.0,94382.0,1.0,3796.0,0.0,178628.0,0.0,72.23,1094.0,0.0,502.0,177032.0,0.0,78.2097814017468,65.32973859659096,12.88
31,Ariyalur,149,Ariyalur,129521.0,131624.0,16.0,261161.0,,ARIYALUR,149,ARIYALUR,130401.0,132739.0,16.0,263156.0,1.0,214.0,111656.0,122325.0,12.0,2049.0,0.0,236042.0,0.0,89.7,184.0,0.0,641.0,235217.0,3.0,92.93517899471222,86.20686992842859,6.73
31,Ariyalur,150,Jayankondam,129713.0,132068.0,12.0,261793.0,,JAYANKONDAM,150,JAYANKONDAM,130779.0,133071.0,12.0,263862.0,0.0,412.0,107758.0,118439.0,7.0,2691.0,0.0,228895.0,0.0,86.75,347.0,0.0,416.0,228132.0,3.0,89.68031620074507,83.07417144002528,6.61
32,Tiruppur,101,Dharapuram,106142.0,114593.0,8.0,220743.0,,DHARAPURAM,101,DHARAPURAM (SC),106903.0,115523.0,8.0,222434.0,7.0,28.0,95384.0,102207.0,2.0,2508.0,0.0,200101.0,0.0,89.96,157.0,0.0,1058.0,198886.0,1.0,89.19131186023579,89.86452111322568,-0.67
32,Tiruppur,102,Kangayam,103784.0,112849.0,13.0,216646.0,,KANGAYAM,102,KANGAYAM,105102.0,114471.0,13.0,219586.0,2.0,33.0,96969.0,104090.0,8.0,2715.0,0.0,203782.0,0.0,92.8,248.0,0.0,706.0,202828.0,2.0,92.23830073815452,93.43347722192246,-1.2
32,Tiruppur,112,Avanashi,110841.0,130498.0,9.0,250348.0,,AVANASHI,112,AVANASHI (SC),121271.0,132093.0,8.0,253372.0,5.0,11.0,110866.0,118593.0,4.0,2485.0,0.0,231948.0,0.0,91.54,348.0,0.0,1563.0,230037.0,0.0,90.87725482382872,100.02255483079368,-9.15
32,Tiruppur,113,Tiruppur (North),152351.0,157662.0,125.0,310138.0,,TIRUPPUR (NORTH),113,TIRUPPUR (NORTH),155095.0,160643.0,125.0,315863.0,8.0,26.0,129098.0,132934.0,71.0,1473.0,0.0,263576.0,0.0,83.45,119.0,0.0,1078.0,262379.0,9.0,84.31581484441399,84.73721865954276,-0.42
32,Tiruppur,114,Tiruppur (South),94579.0,99011.0,24.0,193614.0,,TIRUPPUR (SOUTH),114,TIRUPPUR (SOUTH),96204.0,100876.0,24.0,197104.0,1.0,13.0,87974.0,90722.0,11.0,1222.0,0.0,179929.0,1.0,91.29,115.0,0.0,644.0,179170.0,10.0,91.62820292694752,93.01642013554806,-1.39
32,Tiruppur,115,Palladam,156069.0,166429.0,32.0,322530.0,,PALLADAM,115,PALLADAM,159580.0,170265.0,30.0,329875.0,3.0,26.0,146214.0,152600.0,9.0,2500.0,0.0,301323.0,0.0,91.34,309.0,0.0,1417.0,299597.0,17.0,91.6907510109416,93.68548526613228,-1.99
32,Tiruppur,125,Udumalaipettai,109103.0,119396.0,25.0,228524.0,,UDUMALAIPETTAI,125,UDUMALAIPETTAI,110206.0,120776.0,27.0,231009.0,2.0,33.0,96904.0,104889.0,11.0,2133.0,0.0,203937.0,0.0,88.28,362.0,0.0,1149.0,202426.0,0.0,87.84967670608731,88.81882258049733,-0.97
32,Tiruppur,126,Madathukulam,102309.0,110417.0,16.0,212742.0,,MADATHUKULAM,126,MADATHUKULAM,103272.0,111549.0,16.0,214837.0,13.0,28.0,89715.0,96785.0,3.0,1872.0,0.0,188375.0,0.0,87.68,126.0,0.0,911.0,187338.0,3.0,87.65407500656602,87.69023253086239,-0.04
33,Kallakurichi,77,Ulundurpettai,148929.0,148499.0,44.0,297472.0,,ULUNDURPETTAI,77,ULUNDURPETTAI,150496.0,150249.0,44.0,300789.0,0.0,90.0,132309.0,136032.0,27.0,2735.0,0.0,271103.0,0.0,90.13,101.0,0.0,1051.0,269951.0,1.0,91.60465727041932,88.84031988397156,2.76
33,Kallakurichi,78,Rishivandiyam,135202.0,135198.0,51.0,270541.0,,RISHIVANDIYAM,78,RISHIVANDIYAM,136706.0,136884.0,51.0,273641.0,0.0,70.0,119281.0,123850.0,19.0,1856.0,0.0,245006.0,0.0,89.54,211.0,0.0,534.0,244261.0,0.0,91.60638470983298,88.22428662297895,3.38
33,Kallakurichi,79,Sankarapuram,130231.0,132859.0,46.0,263136.0,,SANKARAPURAM,79,SANKARAPURAM,131559.0,134400.0,44.0,266003.0,1.0,52.0,112116.0,120737.0,22.0,2905.0,0.0,235780.0,0.0,88.64,252.0,0.0,383.0,235145.0,0.0,90.87604151769922,86.09010143514217,4.79
33,Kallakurichi,80,Kallakurichi,137049.0,141044.0,69.0,278162.0,,KALLAKURICHI,80,KALLAKURICHI (SC),139007.0,142547.0,68.0,281622.0,0.0,40.0,117866.0,129253.0,41.0,2529.0,0.0,249689.0,0.0,88.66,63.0,0.0,883.0,248743.0,3.0,91.64019738521311,86.00281651088297,5.64
34,Tenkasi,219,Sankarankovil,114876.0,121639.0,17.0,236532.0,,SANKARANKOVIL,219,SANKARANKOVIL (SC),116467.0,122551.0,17.0,239035.0,0.0,953.0,91021.0,101919.0,12.0,4718.0,0.0,197670.0,0.0,82.7,1190.0,0.0,560.0,195920.0,1.0,83.78809427897302,79.23413071485776,4.55
34,Tenkasi,220,Vasudevanallur,110960.0,116396.0,13.0,227369.0,,VASUDEVANALLUR,220,VASUDEVANALLUR (SC),112113.0,117053.0,13.0,229179.0,0.0,622.0,86845.0,99459.0,9.0,3943.0,0.0,190256.0,0.0,83.02,461.0,0.0,637.0,189158.0,0.0,85.44881267397506,78.26694304253785,7.18
34,Tenkasi,221,Kadayanallur,132228.0,135272.0,17.0,267517.0,,KADAYANALLUR,221,KADAYANALLUR,133499.0,136207.0,17.0,269723.0,0.0,503.0,100529.0,118655.0,8.0,3168.0,0.0,222360.0,0.0,82.44,409.0,0.0,527.0,221424.0,1.0,87.71586137559879,76.0270139456091,11.69
34,Tenkasi,222,Tenkasi,136260.0,143223.0,102.0,279585.0,,TENKASI,222,TENKASI,137606.0,144294.0,102.0,282002.0,9.0,378.0,110970.0,120953.0,45.0,3245.0,0.0,235213.0,0.0,83.41,226.0,0.0,673.0,234314.0,2.0,84.45082144627608,81.43989431968296,3.01
34,Tenkasi,223,Alangulam,123739.0,129650.0,19.0,253408.0,,ALANGULAM,223,ALANGULAM,124973.0,130736.0,21.0,255730.0,3.0,273.0,105179.0,112534.0,14.0,3376.0,0.0,221103.0,0.0,86.46,246.0,0.0,982.0,219875.0,0.0,86.79830312379484,85.00068692974729,1.8
35,Chengalpattu,27,Shozhinganallur,262621.0,274254.0,116.0,536991.0,,SHOZHINGANALLUR,27,SHOZHINGANALLUR,270734.0,283128.0,116.0,553978.0,66.0,73.0,218269.0,226974.0,49.0,2076.0,0.0,447368.0,0.0,80.76,73.0,0.0,2079.0,445216.0,0.0,82.76050668358529,83.1117846630696,-0.35
35,Chengalpattu,30,Pallavaram,161197.0,168996.0,24.0,330217.0,,PALLAVARAM,30,PALLAVARAM,164387.0,172613.0,24.0,337024.0,16.0,61.0,138276.0,143530.0,10.0,1952.0,0.0,283768.0,0.0,84.2,91.0,0.0,1602.0,282075.0,0.0,84.93100428412507,85.7807527435374,-0.85
35,Chengalpattu,31,Tambaram,157580.0,166046.0,51.0,323677.0,,TAMBARAM,31,TAMBARAM,160542.0,169588.0,51.0,330181.0,58.0,121.0,135115.0,141856.0,26.0,2039.0,0.0,279036.0,0.0,84.51,227.0,0.0,1512.0,277297.0,0.0,85.43174782891488,85.74374920675213,-0.31
35,Chengalpattu,32,Chengalpattu,178076.0,188267.0,57.0,366400.0,,CHENGALPATTU,32,CHENGALPATTU,181113.0,191719.0,57.0,372889.0,32.0,50.0,157809.0,164229.0,16.0,2039.0,0.0,324093.0,0.0,86.91,83.0,0.0,1395.0,322615.0,5.0,87.23196311621261,88.61890428805678,-1.39
35,Chengalpattu,33,Thiruporur,140991.0,148359.0,51.0,289401.0,,THIRUPORUR,33,THIRUPORUR,143284.0,151114.0,54.0,294452.0,27.0,42.0,128166.0,132610.0,26.0,1831.0,0.0,262633.0,0.0,89.19,224.0,0.0,1248.0,261161.0,0.0,89.38453346274915,90.9036747026406,-1.52
35,Chengalpattu,34,Cheyyur,100103.0,101934.0,18.0,202055.0,,CHEYYUR,34,CHEYYUR (SC),100967.0,103062.0,20.0,204049.0,2.0,51.0,92344.0,93275.0,4.0,2403.0,0.0,188026.0,0.0,92.15,442.0,0.0,783.0,186801.0,0.0,91.5052877352012,92.24898354694665,-0.74
35,Chengalpattu,35,Madurantakam,103943.0,107288.0,64.0,211295.0,,MADURANTAKAM,35,MADURANTAKAM (SC),104522.0,108079.0,65.0,212666.0,3.0,27.0,96955.0,99289.0,45.0,2262.0,0.0,198551.0,0.0,93.36,300.0,0.0,797.0,197454.0,0.0,92.54436656476028,93.27708455595857,-0.73
36,Tirupathur,47,Vaniyambadi,118457.0,121713.0,50.0,240220.0,,VANIYAMBADI,47,VANIYAMBADI,120350.0,122919.0,51.0,243320.0,5.0,780.0,102922.0,108127.0,32.0,1543.0,0.0,212624.0,0.0,87.38,90.0,0.0,624.0,211910.0,0.0,88.83767551535169,86.88553652380189,1.95
36,Tirupathur,48,Ambur,103478.0,109113.0,40.0,212631.0,,AMBUR,48,AMBUR,104747.0,110110.0,41.0,214898.0,15.0,429.0,94511.0,99804.0,33.0,1437.0,0.0,195785.0,0.0,91.11,201.0,0.0,468.0,195116.0,0.0,91.46847763327926,91.33438991863004,0.13
36,Tirupathur,49,Jolarpet,115656.0,118154.0,20.0,233830.0,,JOLARPET,49,JOLARPET,118010.0,119435.0,20.0,237465.0,8.0,1338.0,101356.0,109466.0,12.0,2748.0,0.0,213582.0,0.0,89.94,540.0,0.0,695.0,212347.0,0.0,92.64688457436904,87.63574738880818,5.01
36,Tirupathur,50,Tirupattur,111873.0,113016.0,29.0,224918.0,,TIRUPPATTUR,50,TIRUPPATTUR,113338.0,113985.0,29.0,227352.0,3.0,661.0,99729.0,101356.0,20.0,2158.0,0.0,203263.0,0.0,89.4,338.0,0.0,464.0,202461.0,0.0,89.68287676081263,89.14483387412513,0.54
37,Ranipet,38,Arakkonam,96982.0,102157.0,26.0,199165.0,,ARAKKONAM,38,ARAKKONAM (SC),97891.0,103069.0,26.0,200986.0,4.0,213.0,88750.0,92250.0,23.0,1470.0,0.0,182493.0,0.0,90.8,153.0,0.0,899.0,181441.0,0.0,90.30218193564806,91.51182693695738,-1.21
37,Ranipet,39,Sholinghur,126034.0,130072.0,12.0,256118.0,,SHOLINGUR,39,SHOLINGUR,127210.0,130854.0,12.0,258076.0,3.0,554.0,114605.0,117089.0,7.0,2268.0,0.0,233969.0,0.0,90.66,285.0,0.0,572.0,233112.0,0.0,90.01860508026324,90.93181205071647,-0.91
37,Ranipet,41,Ranipet,119080.0,126719.0,44.0,245853.0,,RANIPET,41,RANIPET,120877.0,128040.0,45.0,248962.0,5.0,718.0,106868.0,112808.0,33.0,1550.0,0.0,221259.0,0.0,88.87,221.0,0.0,1209.0,219829.0,0.0,89.02216715725345,89.74470943903259,-0.72
37,Ranipet,42,Arcot,119107.0,124429.0,29.0,243565.0,,ARCOT,42,ARCOT,121352.0,125406.0,28.0,246786.0,1.0,1467.0,108805.0,114453.0,26.0,2721.0,0.0,226005.0,0.0,91.58,219.0,0.0,656.0,225130.0,0.0,91.98257640903648,91.35063430360935,0.63
38,Mayiladuthurai,160,Sirkazhi,118809.0,120647.0,13.0,239469.0,,SIRKAZHI,160,SIRKAZHI (SC),119650.0,121769.0,13.0,241432.0,2.0,113.0,94395.0,104422.0,8.0,1721.0,0.0,200546.0,0.0,83.07,98.0,0.0,555.0,199893.0,1.0,86.55167554932986,79.45105168800343,7.1
38,Mayiladuthurai,161,Mayiladuthurai,114613.0,117979.0,26.0,232618.0,,MAYILADUTHURAI,161,MAYILADUTHURAI,115519.0,119077.0,26.0,234622.0,20.0,68.0,89534.0,97124.0,19.0,2014.0,0.0,188691.0,0.0,80.42,230.0,0.0,474.0,187987.0,0.0,82.32312530196052,78.1185380366974,4.2
38,Mayiladuthurai,162,Poompuhar,127071.0,130050.0,8.0,257129.0,,POOMPUHAR,162,POOMPUHAR,128012.0,131312.0,8.0,259332.0,22.0,70.0,102364.0,115581.0,6.0,1863.0,0.0,219814.0,0.0,84.76,490.0,0.0,586.0,218738.0,9.0,88.87427912341407,80.55653925758041,8.32
